openterface_qt	0	/gnu/store/54kpsaclwzb1xcamyriq0n4ic2y03akx-openterface_qt-0.9.8.drv
wsl-hello-sudo-bin	0	/gnu/store/41khbb2i39i0i6w26h1fkn7y45jmcywk-wsl-hello-sudo-bin-0.9.8.drv
liboqs	0	/gnu/store/9597y81l7scy56x5is4nmi5lbvzzgks5-liboqs-0.9.8.drv
ryujinx-bin	0	/gnu/store/l75sn94dihlwdjixrnnkfrfbh6a99bdb-ryujinx-bin-0.9.8.drv
python-pyfakewebcam-git	0	/gnu/store/swsfa2diysxx9r72nf08x2mpxap92slw-python-pyfakewebcam-git-0.9.8.drv
python-mediapipe-bin	0	/gnu/store/k1sk783dcrr1s8dmiq5086daqzhqv07d-python-mediapipe-bin-0.9.8.drv
python-cmapy	0	/gnu/store/9jr84qqg5in2c1h974afk5qgvncnf2sp-python-cmapy-0.9.8.drv
fake-background-webcam-git	0	/gnu/store/6riy58i5isj3ncds7hg6ny5wmdy8x5vw-fake-background-webcam-git-0.9.8.drv
nomachine	0	/gnu/store/a0bkw8prglv2dhan5pb8pdg801fjr8kd-nomachine-0.9.8.drv
falcond	0	/gnu/store/cj0fa4knl4pw2d4i9468y845298j0wi5-falcond-0.9.8.drv
opl-synth	0	/gnu/store/x9053bx2jvz8vx1ywjv4s2qfy0f2ack2-opl-synth-0.9.8.drv
realvnc-vnc-viewer	0	/gnu/store/4x7r6gibgalzirr8lfpwkbfyfg97niby-realvnc-vnc-viewer-0.9.8.drv
pyglossary	0	/gnu/store/d87gx7mzi5q3van8hb03bj7nnih4yxmy-pyglossary-0.9.8.drv
fetchfetch	0	/gnu/store/03nkiqazgdplffqhxazpagvyymcgr9vy-fetchfetch-0.9.8.drv
defguard-client	0	/gnu/store/6n1bmxz111ydgnyc4zxnkzxhrrrd64jv-defguard-client-0.9.8.drv
python-pjproject	0	/gnu/store/62n8brkv9izawj4fq4vzixhj1zyanc0k-python-pjproject-0.9.8.drv
binvec-bin	0	/gnu/store/by56nz3ihvfxsbxpvrqnhmlbm048iqky-binvec-bin-0.9.8.drv
gputest	0	/gnu/store/4ksd57lcbgfak6yshpicy5kqp7rk2rym-gputest-0.9.8.drv
foliate-git	0	/gnu/store/kqv3bs4ikyyd72llq83chi9lczric07b-foliate-git-0.9.8.drv
piliplus-bin	0	/gnu/store/b2i14m73jliizyaymkyag82rrkjz6fdg-piliplus-bin-0.9.8.drv
netcheck	0	/gnu/store/f5bnwjngnm9203jzxv2gjvjrhdmyrwn7-netcheck-0.9.8.drv
kontur-talk	0	/gnu/store/c8sg7nvh7w6h15289c1i3dgml0iv6vrp-kontur-talk-0.9.8.drv
sgdboop-bin	0	/gnu/store/h398926yky8g2z5nq8mr7605jclk76av-sgdboop-bin-0.9.8.drv
python314-freethreaded	0	/gnu/store/6xqjgb6fx45l0w0ppj1sxiavmpspmah8-python314-freethreaded-0.9.8.drv
